TT	WAIT_CLASS	EVENT_	SQL_OPNAME	SQL_PLAN_OPERATION	SQL_PLAN_OPTIONS	SQL_ID	CNT
17/12/2020 7:08:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	087f47gf690pf	2
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	5m0ybfzxvqs5k	2
17/12/2020 7:08:00	ONCPU	ONCPU	DELETE	DELETE	EMPTY	2hv4tnzrv353a	1
17/12/2020 7:08:00	Application	enq: TX - row lock contention	SELECT	FOR UPDATE	EMPTY	37mw4zb4ymwrj	7
17/12/2020 7:08:00	ONCPU	ONCPU	INSERT	TABLE ACCESS	BY INDEX ROWID BATCHED	bb46rzh6jfqxa	18
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID	1kc71ckqh7y80	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	c9dvbc0r6f2yw	6
17/12/2020 7:08:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	5awu6gsx3na1a	2
17/12/2020 7:08:00	User I/O	direct path read temp	PL/SQL EXECUTE	EMPTY	EMPTY	7dd1yy6c3pqpb	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	f0vrfqxm7db73	2
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	HASH JOIN	RIGHT OUTER	fgg0su12atubs	3
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	axpgtb8fwypp9	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	73w90hn7xqyku	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	6kwaqy1smwdhk	2
17/12/2020 7:08:00	ONCPU	ONCPU	UPDATE	UPDATE	EMPTY	g280xds40b3bx	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	0wtjkqrngc6rm	3
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	0af89kyd0sgfr	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	c2x5tqbygtwnb	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	673vhw0ja10vt	4
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	FILTER	EMPTY	112kufssgz0ys	2
17/12/2020 7:08:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	372y8ncsjdxcr	11
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	6nwu46y99cjm2	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	6kvc5haumzw1h	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID	9009vxfvwcj8j	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	2k9r6p6fdq6n4	2
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	FOR UPDATE	EMPTY	3qnghhrz9njv8	1
17/12/2020 7:08:00	ONCPU	ONCPU	UPDATE	UPDATE	EMPTY	3sbkdt87yyc9u	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	cgygh3k21vvht	1
17/12/2020 7:08:00	User I/O	db file sequential read	INSERT	EMPTY	EMPTY	fdmwzy3g8vxx4	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	27pftj416g1cq	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	fr4xq2bq0wjwb	1
17/12/2020 7:08:00	ONCPU	ONCPU	UPDATE	UPDATE	EMPTY	9bwrz7f506g49	1
17/12/2020 7:08:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	agw7swg3stcta	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	PARTITION HASH	ITERATOR	cqrubw5y9w9sn	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID	52pvs05du8qb9	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	3pgwxcuv6yps3	2
17/12/2020 7:08:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	4dpyap7tn2mkz	2
17/12/2020 7:08:00	System I/O	db file parallel write	EMPTY	EMPTY	EMPTY		35
17/12/2020 7:08:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	cz2pmzabazp91	12
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SORT	ORDER BY	bsmtmmh0b0jhc	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	HASH JOIN	RIGHT OUTER	9ac7scq121506	1
17/12/2020 7:08:00	ONCPU	ONCPU	UPDATE	UPDATE	EMPTY	35d6fz2q3zqpm	1
17/12/2020 7:08:00	User I/O	db file sequential read	UPDATE	EMPTY	EMPTY	fsujchw3ruqy8	1
17/12/2020 7:08:00	User I/O	direct path write	PL/SQL EXECUTE	EMPTY	EMPTY	7dd1yy6c3pqpb	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	dtzr1mvqc9mr5	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	c5x2bt5kqsqrw	3
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID	3w6qwcj78mzjt	1
17/12/2020 7:08:00	ONCPU	ONCPU	INSERT	INSERT STATEMENT	EMPTY	5t6jwshgx56hx	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	cvvyhd7w0f266	2
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	dztfgu6xwpcp1	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	FULL	5zus6pwgv75up	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	EMPTY	EMPTY	fgma2jvbwub8k	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	ccwj7w59a4f78	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	9ac7scq121506	17
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	cdprwm9dxwvcx	285
17/12/2020 7:08:00	System I/O	log file parallel write	EMPTY	EMPTY	EMPTY		102
17/12/2020 7:08:00	User I/O	db file sequential read	UPDATE	UPDATE	EMPTY	4m7m0t6fjcs5x	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SORT	ORDER BY STOPKEY	9gvw0gq0hu0jh	1
17/12/2020 7:08:00	User I/O	db file sequential read	INSERT	EMPTY	EMPTY	9zvc158pftppj	6
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	FILTER	EMPTY	9ac7scq121506	2
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	0rduu09wfqpnx	2
17/12/2020 7:08:00	User I/O	db file sequential read	UPDATE	UPDATE	EMPTY	33p67qc8u0vm2	1
17/12/2020 7:08:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	7dd1yy6c3pqpb	3
17/12/2020 7:08:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	2svy7z7z6vktf	2
17/12/2020 7:08:00	User I/O	direct path write temp	PL/SQL EXECUTE	EMPTY	EMPTY	bta8m6hwx8u80	2
17/12/2020 7:08:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	9zvc158pftppj	14
17/12/2020 7:08:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	brskn9qd4rau3	1
17/12/2020 7:08:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	7am2yxfdurjh7	2
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	EMPTY	EMPTY	7s4j24tftsqdm	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	1gg6pjbqcxzz6	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	HASH JOIN	EMPTY	5m0ybfzxvqs5k	3
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	grh6akxa6xz99	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	EMPTY	EMPTY	2jfqzrxhrm93b	1
17/12/2020 7:08:00	Other	LGWR all worker groups	EMPTY	EMPTY	EMPTY		6
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	bgz04g6qmwkzm	1
17/12/2020 7:08:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	8jr4qstqn703z	3
17/12/2020 7:08:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	dbsqbr0gp25ty	4
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	INDEX	FULL SCAN	fv4x5k3bncdx7	2
17/12/2020 7:08:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	8tpxwczs7pxnz	2
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	FULL	cqrubw5y9w9sn	2
17/12/2020 7:08:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	fxfnvy9xfpuuw	2
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SEQUENCE	EMPTY	cf6s09j9wh7jm	2
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	1gg6pjbqcxzz6	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	dm68vv6q19gx0	1
17/12/2020 7:08:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	9nhd25njnnu55	10
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	3qbd0bhsc7x95	3
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID	69jmxfn75u71d	2
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	8a6ywq40wbj16	2
17/12/2020 7:08:00	ONCPU	ONCPU	UPDATE	UPDATE	EMPTY	a1vf4frx03kdu	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID	6nwu46y99cjm2	1
17/12/2020 7:08:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	cku1mnnyh3mqy	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	2fjn26dctx7v6	1
17/12/2020 7:08:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	6qs3wncf23jax	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	2n58b0njky7zn	1
17/12/2020 7:08:00	Application	enq: TX - row lock contention	SELECT	FOR UPDATE	EMPTY	0vst029669k3a	1
17/12/2020 7:08:00	ONCPU	ONCPU	UPDATE	UPDATE	EMPTY	13atuujh82vg2	1
17/12/2020 7:08:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	59c0zgmyvndt3	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	fwgy8pav626pz	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	0zx4b460p3s8r	3
17/12/2020 7:08:00	User I/O	db file sequential read	UPDATE	UPDATE	EMPTY	2xc3tmaa39vzv	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	6t47kyv1x8t90	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	HASH	GROUP BY	fgg0su12atubs	1
17/12/2020 7:08:00	Concurrency	cursor: pin S	SELECT	SELECT STATEMENT	EMPTY	673vhw0ja10vt	5
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	bsmtmmh0b0jhc	7
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	6nwu46y99cjm2	6
17/12/2020 7:08:00	Concurrency	cursor: pin S	EMPTY	EMPTY	EMPTY		4
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN DESCENDING	f381rzps97sqy	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	FULL	dqbz264nbk7xf	1
17/12/2020 7:08:00	User I/O	db file sequential read	INSERT	EMPTY	EMPTY	59c0zgmyvndt3	2
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	PARTITION HASH	ALL	9ac7scq121506	1
17/12/2020 7:08:00	ONCPU	ONCPU	EMPTY	EMPTY	EMPTY		52
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	FOR UPDATE	EMPTY	d44mr6xk59667	6
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	fgg0su12atubs	9
17/12/2020 7:08:00	ONCPU	ONCPU	UPDATE	UPDATE	EMPTY	2fs42gqgg7znb	2
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	cmz0b53826d5k	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	fgg0su12atubs	4
17/12/2020 7:08:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	52npjpgjadu5c	4
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	fkww90r3a4bx0	1
17/12/2020 7:08:00	ONCPU	ONCPU	UPDATE	UPDATE	EMPTY	cra2smb36rzg4	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	gh1435xu5hrgu	1
17/12/2020 7:08:00	System I/O	flashback log file write	EMPTY	EMPTY	EMPTY		2
17/12/2020 7:08:00	User I/O	db file sequential read	INSERT	LOAD TABLE CONVENTIONAL	EMPTY	5t6jwshgx56hx	2
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	9k7ugcsxztbnt	6
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	5jzxhyu7rm1z1	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	0m0nusa57sftq	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	619gh04289sqq	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	d44mr6xk59667	3
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	fwgy8pav626pz	2
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	f0vrfqxm7db73	1
17/12/2020 7:08:00	ONCPU	ONCPU	UPDATE	UPDATE STATEMENT	EMPTY	b5bumat3zf3mn	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	cqrubw5y9w9sn	8
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	112kufssgz0ys	22
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID	829s6jwww4vqv	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	d9kzg6t4w2zz2	1
17/12/2020 7:08:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	8r369x3227w89	10
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	112kufssgz0ys	3
17/12/2020 7:08:00	User I/O	db file sequential read	INSERT	EMPTY	EMPTY	3gx794631fv42	1
17/12/2020 7:08:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	971x545ngs5zu	7
17/12/2020 7:08:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	9zxx2vjuguad0	1
17/12/2020 7:08:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	7752940jttjvg	1
17/12/2020 7:08:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	68r1grpmy60xn	1
17/12/2020 7:08:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	6gcku7pm8mncx	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	3694ar7k3sd88	1
17/12/2020 7:08:00	ONCPU	ONCPU	DELETE	DELETE STATEMENT	EMPTY	4bb7a6t6bxyu5	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	HASH	GROUP BY	fg63uaj793z7k	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	486sq38kdr2sz	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	a4w8xm6yxkquw	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	41ja4hrvm4g2w	1
17/12/2020 7:08:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	fxdy3bvdw7whp	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	9ac7scq121506	63
17/12/2020 7:08:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	1r9b7fm4a5umw	17
17/12/2020 7:08:00	ONCPU	ONCPU	UPDATE	UPDATE STATEMENT	EMPTY		1
17/12/2020 7:08:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	bmypn29wt6wfw	60
17/12/2020 7:08:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	8fbn3unprftrv	3
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	FULL	0qwttskbw7d1s	2
17/12/2020 7:08:00	Concurrency	enq: TX - index contention	INSERT	LOAD TABLE CONVENTIONAL	EMPTY	5t6jwshgx56hx	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	WINDOW	SORT	6kwaqy1smwdhk	2
17/12/2020 7:08:00	ONCPU	ONCPU	DELETE	DELETE STATEMENT	EMPTY	cg1j28mh9sn83	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	gh1435xu5hrgu	1
17/12/2020 7:08:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	f79m4m1vuajqy	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	CONNECT BY	WITH FILTERING	933nbq2fq4d5b	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	2wat4n394mpvw	1
17/12/2020 7:08:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	66qsdsv1cwc0z	1
17/12/2020 7:08:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	52r4tkfmskzbt	13
17/12/2020 7:08:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	25nhh6mzaqmzm	13
17/12/2020 7:08:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	dags9fva36x4w	10
17/12/2020 7:08:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	1z0chyxv1z5fj	5
17/12/2020 7:08:00	Concurrency	cursor: pin S	SELECT	SELECT STATEMENT	EMPTY	2k9r6p6fdq6n4	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	9x2bd1ag1ug53	1
17/12/2020 7:08:00	Concurrency	cursor: pin S	SELECT	EMPTY	EMPTY	2k9r6p6fdq6n4	2
17/12/2020 7:08:00	User I/O	db file sequential read	SELECT	FOR UPDATE	EMPTY	3qnghhrz9njv8	1
17/12/2020 7:08:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	7w4qjf3uapfz4	1
17/12/2020 7:08:00	ONCPU	ONCPU	UPDATE	UPDATE	EMPTY	5h7x3zk0sy61s	1
17/12/2020 7:08:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	7q5vaxt4x0qfv	1
17/12/2020 7:09:00	User I/O	direct path write	PL/SQL EXECUTE	EMPTY	EMPTY	7dd1yy6c3pqpb	1
17/12/2020 7:09:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	8jr4qstqn703z	3
17/12/2020 7:09:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	aqhbzqrs8x30t	1
17/12/2020 7:09:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	59c0zgmyvndt3	2
17/12/2020 7:09:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	0m0nusa57sftq	1
17/12/2020 7:09:00	User I/O	db file sequential read	PL/SQL EXECUTE	EMPTY	EMPTY	bmypn29wt6wfw	1
17/12/2020 7:09:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	f0vrfqxm7db73	1
17/12/2020 7:09:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	6kwaqy1smwdhk	1
17/12/2020 7:09:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	5m0ybfzxvqs5k	2
17/12/2020 7:09:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	2svy7z7z6vktf	1
17/12/2020 7:09:00	ONCPU	ONCPU	UPDATE	UPDATE STATEMENT	EMPTY	74vq8ryxx13xw	1
17/12/2020 7:09:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	70tzwk0nc3vkk	1
17/12/2020 7:09:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	by100nmaj1wgk	2
17/12/2020 7:09:00	ONCPU	ONCPU	DELETE	DELETE STATEMENT	EMPTY	2hv4tnzrv353a	1
17/12/2020 7:09:00	ONCPU	ONCPU	DELETE	DELETE	EMPTY	aqvntp5dhsjm4	1
17/12/2020 7:09:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	5hp38j0d4p909	1
17/12/2020 7:09:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	6gcku7pm8mncx	2
17/12/2020 7:09:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	6manh82u5qfmf	2
17/12/2020 7:09:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	087f47gf690pf	1
17/12/2020 7:09:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	2pwczz687vhd5	1
17/12/2020 7:09:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	8hx5p0uxzubnq	1
17/12/2020 7:09:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	9k7ugcsxztbnt	4
17/12/2020 7:09:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	4p5pqkpppztq1	1
17/12/2020 7:09:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	c5qyy2vp0g3j6	2
17/12/2020 7:09:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	f4773f7pfhvzk	1
17/12/2020 7:09:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	b99kjknt1c233	1
17/12/2020 7:09:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	a1k321zu3rfmk	1
17/12/2020 7:09:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	8tpxwczs7pxnz	1
17/12/2020 7:09:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	FULL	34b1x4zytra8j	1
17/12/2020 7:09:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	68r1grpmy60xn	2
17/12/2020 7:09:00	ONCPU	ONCPU	SELECT	EMPTY	EMPTY	cf6s09j9wh7jm	1
17/12/2020 7:09:00	ONCPU	ONCPU	DELETE	DELETE	EMPTY	8851dawmkczzf	1
17/12/2020 7:09:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	a6bvrra2uwwzm	2
17/12/2020 7:09:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	3694ar7k3sd88	1
17/12/2020 7:09:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	84h3072k3qadx	1
17/12/2020 7:09:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	bta8m6hwx8u80	1
17/12/2020 7:09:00	ONCPU	ONCPU	INSERT	LOAD TABLE CONVENTIONAL	EMPTY	95vd3k9jdbhss	1
17/12/2020 7:09:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	4dpyap7tn2mkz	2
17/12/2020 7:09:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	fgma2jvbwub8k	1
17/12/2020 7:09:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	87zb3q0gct5hr	1
17/12/2020 7:09:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	27c104aq5dadh	1
17/12/2020 7:09:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID	1nc6pbpsfc6xd	1
17/12/2020 7:09:00	ONCPU	ONCPU	SELECT	SORT	ORDER BY	2k9r6p6fdq6n4	1
17/12/2020 7:09:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	2sxas70y9dm5v	1
17/12/2020 7:09:00	Other	PGA memory operation	PL/SQL EXECUTE	EMPTY	EMPTY	49m2wj0yg7kdq	1
17/12/2020 7:09:00	ONCPU	ONCPU	SELECT	SORT	ORDER BY	dfp2v1af2f279	1
17/12/2020 7:09:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	b16vq0uzk0d57	8
17/12/2020 7:09:00	ONCPU	ONCPU	SELECT	NESTED LOOPS	EMPTY	1kc71ckqh7y80	1
17/12/2020 7:09:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	d91qnn3ngnsmd	1
17/12/2020 7:09:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	fa53f27x2fxkm	1
17/12/2020 7:09:00	ONCPU	ONCPU	UPDATE	TABLE ACCESS	BY INDEX ROWID BATCHED	2vb9hsvpw0gtg	1
17/12/2020 7:09:00	ONCPU	ONCPU	INSERT	LOAD TABLE CONVENTIONAL	EMPTY	5t6jwshgx56hx	4
17/12/2020 7:09:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	ar6ssqtaynm4h	1
17/12/2020 7:09:00	ONCPU	ONCPU	UPDATE	UPDATE	EMPTY	33p67qc8u0vm2	1
17/12/2020 7:09:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	gmu0gahy3fywd	1
